username,frequency,avg_message_length,total_messages,url_ratio,repetition_ratio,time_in_channel,suspicious_links,generic_name,is_bot,collection_date,data_version
test4489_888,138.56,15.6,125,0.892,0.811,5.6,1,1,1,2025-10-20,1.0
bot251_889,36.49,44.9,25,0.562,0.673,73.8,1,1,1,2025-10-20,1.0
UltraLive_890,12.46,53.3,11,0.182,0.191,157.2,1,0,0,2025-10-20,1.0
Jeronimo1208_891,24.12,101.8,16,0.102,0.374,38.0,1,0,0,2025-10-20,1.0
didio19_892,8.29,75.2,19,0.29,0.385,85.4,0,0,0,2025-10-20,1.0
test1954_893,125.92,27.8,186,0.546,0.933,35.5,1,1,1,2025-10-20,1.0
jhail10_894,27.21,20.8,29,0.371,0.389,74.6,0,0,0,2025-10-20,1.0
viewer7792_895,49.12,22.6,153,0.863,0.818,81.7,1,1,1,2025-10-20,1.0
Wildzz728_896,11.11,86.8,36,0.174,0.383,13.6,0,0,0,2025-10-20,1.0
Soplonazo_897,9.99,54.9,26,0.125,0.053,37.8,0,0,0,2025-10-20,1.0
Crazy2025_898,5.1,101.2,41,0.241,0.291,144.9,0,0,0,2025-10-20,1.0
EpicLive_899,25.02,60.2,60,0.157,0.419,192.4,0,0,0,2025-10-20,1.0
guest2843_900,34.91,58.5,40,0.41,0.677,89.0,1,1,1,2025-10-20,1.0
MegaTTV545_901,4.62,41.1,14,0.275,0.031,82.7,0,0,0,2025-10-20,1.0
Queenzz_902,33.96,52.6,33,0.299,0.497,170.0,0,0,0,2025-10-20,1.0
juanitinelli_903,9.08,95.9,29,0.09,0.16,127.3,0,0,0,2025-10-20,1.0
CrazyStream866_904,7.89,89.6,17,0.262,0.135,115.3,0,0,0,2025-10-20,1.0
Kamilozkt_905,24.32,50.2,42,0.228,0.119,82.5,0,0,0,2025-10-20,1.0
guest7256_906,26.17,51.2,47,0.454,0.574,65.5,0,1,1,2025-10-20,1.0
user5143_907,42.53,25.7,157,0.828,0.813,84.0,1,1,1,2025-10-20,1.0
TP_MonicaMilagros1_908,15.77,21.8,9,0.113,0.273,48.8,0,0,0,2025-10-20,1.0
SuperStream_909,27.16,43.1,57,0.279,0.289,38.8,0,0,0,2025-10-20,1.0
player711_910,47.37,37.9,208,0.873,0.718,102.3,1,1,1,2025-10-20,1.0
Jos_2020_911,20.69,56.1,28,0.146,0.152,132.2,0,0,0,2025-10-20,1.0
user5760_912,28.43,38.2,26,0.423,0.555,36.8,1,1,1,2025-10-20,1.0
viewer9655_913,134.79,11.4,194,0.585,0.625,114.1,0,1,1,2025-10-20,1.0
player317_914,139.73,19.9,47,0.655,0.724,88.9,1,1,1,2025-10-20,1.0
Ultra__915,10.57,32.7,28,0.257,0.271,60.3,0,0,0,2025-10-20,1.0
test8498_916,118.76,15.9,206,0.89,0.901,74.3,1,1,1,2025-10-20,1.0
EpicYT527_917,13.97,101.9,39,0.279,0.303,18.8,0,0,0,2025-10-20,1.0
QueenPro_918,9.67,33.1,41,0.299,0.132,74.9,0,0,0,2025-10-20,1.0
bot335_919,25.01,47.9,47,0.458,0.537,72.1,0,1,1,2025-10-20,1.0
bot212_920,154.99,13.3,39,0.997,0.688,11.2,1,1,1,2025-10-20,1.0
MasterLive_921,31.82,55.7,40,0.31,0.453,131.1,0,0,0,2025-10-20,1.0
guest8618_922,173.67,33.5,131,0.776,0.906,10.3,0,1,1,2025-10-20,1.0
Pro2025354_923,26.81,72.3,31,0.253,0.394,117.9,0,0,0,2025-10-20,1.0
viewer5636_924,44.24,27.6,283,0.788,0.748,79.0,1,1,1,2025-10-20,1.0
realjjay_925,20.7,21.7,27,0.247,0.018,172.5,0,0,0,2025-10-20,1.0
Blaker117_926,33.96,54.3,43,0.586,0.654,79.8,1,0,1,2025-10-20,1.0
Wildzz841_927,27.64,61.1,50,0.341,0.389,164.0,0,0,0,2025-10-20,1.0
meliii234_928,27.06,87.4,12,0.28,0.106,35.5,1,0,0,2025-10-20,1.0
guest6920_929,27.03,50.9,19,0.446,0.57,80.6,1,1,1,2025-10-20,1.0
user6578_930,155.88,30.7,121,0.902,0.62,23.4,1,1,1,2025-10-20,1.0
bot384_931,28.75,46.1,39,0.536,0.55,66.9,0,1,1,2025-10-20,1.0
Matthewbpv_932,34.08,32.6,16,0.524,0.559,26.9,0,0,1,2025-10-20,1.0
azuldi_933,23.64,20.5,49,0.366,0.354,155.6,0,0,0,2025-10-20,1.0
meliii234_934,2.79,118.0,49,0.113,0.01,133.6,0,0,0,2025-10-20,1.0
EL_SOBA_NALGAS_935,35.84,36.2,23,0.467,0.618,56.4,0,0,1,2025-10-20,1.0
test8574_936,119.01,25.7,145,0.513,0.641,8.6,1,1,1,2025-10-20,1.0
test1383_937,178.98,31.7,231,0.779,0.822,20.4,1,1,1,2025-10-20,1.0
kriller17losDiablos_938,16.89,29.2,23,0.3,0.334,161.9,0,0,0,2025-10-20,1.0
viewer2579_939,137.88,22.6,96,0.678,0.888,6.7,1,1,1,2025-10-20,1.0
guest7477_940,117.33,21.5,256,0.573,0.792,12.1,1,1,1,2025-10-20,1.0
player715_941,35.11,49.0,18,0.521,0.524,26.3,1,1,1,2025-10-20,1.0
test1364_942,40.42,36.0,52,0.799,0.975,66.7,0,1,1,2025-10-20,1.0
soia09_943,20.12,44.6,21,0.205,0.357,63.6,0,0,0,2025-10-20,1.0
guest1619_944,191.77,17.6,126,0.69,0.83,46.0,1,1,1,2025-10-20,1.0
viewer3941_945,143.9,30.1,245,0.966,0.608,22.7,0,1,1,2025-10-20,1.0
bot390_946,72.8,21.4,280,0.861,0.618,94.9,0,1,1,2025-10-20,1.0
test2526_947,42.53,12.3,276,0.677,0.761,29.8,1,1,1,2025-10-20,1.0
MegaStream_948,109.92,27.8,49,0.811,0.973,26.9,1,0,1,2025-10-20,1.0
guest2125_949,119.48,39.6,66,0.848,0.754,54.2,1,1,1,2025-10-20,1.0
ProTTV_950,5.09,58.4,47,0.208,0.347,72.3,1,0,0,2025-10-20,1.0
Davidxx00_951,21.01,43.2,8,0.192,0.209,162.9,0,0,0,2025-10-20,1.0
CHICHARO_25_952,23.59,86.1,22,0.269,0.065,179.2,0,0,0,2025-10-20,1.0
bot784_953,73.03,10.3,66,0.95,0.932,73.7,1,1,1,2025-10-20,1.0
abraham91289_954,9.26,32.2,47,0.138,0.124,93.4,0,0,0,2025-10-20,1.0
sindyic_955,26.81,92.9,46,0.1,0.201,12.4,1,0,0,2025-10-20,1.0
BorisKing97_956,20.52,36.3,37,0.218,0.17,167.2,0,0,0,2025-10-20,1.0
player349_957,141.96,39.4,273,0.823,0.863,10.9,1,1,1,2025-10-20,1.0
Ladyzz_958,15.28,55.1,19,0.256,0.222,132.0,0,0,0,2025-10-20,1.0
BorisKing97_959,27.47,113.8,3,0.218,0.124,73.7,0,0,0,2025-10-20,1.0
guest8570_960,113.62,27.5,138,0.849,0.668,85.1,1,1,1,2025-10-20,1.0
Khabib_nurvagomedov_961,10.46,23.1,10,0.119,0.127,26.5,0,0,0,2025-10-20,1.0
user6087_962,28.9,37.6,49,0.438,0.53,27.9,1,1,1,2025-10-20,1.0
bot444_963,196.63,26.7,81,0.791,0.678,64.8,1,1,1,2025-10-20,1.0
user4705_964,36.38,30.7,43,0.403,0.631,49.2,0,1,1,2025-10-20,1.0
didio19_965,16.47,81.0,37,0.008,0.228,160.3,1,0,0,2025-10-20,1.0
Masterxx347_966,17.53,32.6,24,0.171,0.242,72.1,1,0,0,2025-10-20,1.0
Antonella_12ofic_967,29.71,35.8,27,0.238,0.173,89.6,0,0,0,2025-10-20,1.0
viewer7160_968,35.21,55.8,37,0.553,0.653,48.5,1,1,1,2025-10-20,1.0
Rosioz_969,9.25,107.6,27,0.219,0.014,72.1,0,0,0,2025-10-20,1.0
Giandrex_970,10.5,75.9,34,0.008,0.186,19.8,0,0,0,2025-10-20,1.0
bot537_971,30.87,51.4,38,0.525,0.557,50.2,1,1,1,2025-10-20,1.0
MegaStream_972,189.53,31.8,277,0.954,0.83,65.7,1,0,1,2025-10-20,1.0
Emy1222_973,11.19,69.3,46,0.287,0.371,54.6,0,0,0,2025-10-20,1.0
alphatx_974,14.09,25.2,7,0.198,0.259,15.6,1,0,0,2025-10-20,1.0
QCharaa_975,17.95,70.1,31,0.185,0.068,126.7,0,0,0,2025-10-20,1.0
TP_ROSARIO112_976,19.26,43.4,28,0.067,0.059,107.4,0,0,0,2025-10-20,1.0
Matthewbpv_977,22.89,119.0,49,0.16,0.331,178.3,0,0,0,2025-10-20,1.0
Sahory08_978,191.57,14.6,188,0.753,0.832,7.1,0,0,1,2025-10-20,1.0
guadalupe18reyna_979,20.17,108.3,11,0.252,0.049,46.5,1,0,0,2025-10-20,1.0
jacqui_2025_980,34.26,23.9,47,0.117,0.262,45.3,0,0,0,2025-10-20,1.0
test7446_981,150.99,16.6,52,0.84,0.849,36.4,0,1,1,2025-10-20,1.0
user7676_982,28.95,40.7,20,0.498,0.659,72.9,1,1,1,2025-10-20,1.0
Emy1222_983,18.04,65.8,16,0.139,0.18,109.2,0,0,0,2025-10-20,1.0
KingXD_984,27.91,16.9,27,0.303,0.43,150.7,0,0,0,2025-10-20,1.0
viewer7647_985,95.81,13.3,248,0.974,0.627,114.8,1,1,1,2025-10-20,1.0
player141_986,188.54,39.9,244,0.877,0.682,43.6,1,1,1,2025-10-20,1.0
viewer7098_987,26.57,43.6,23,0.567,0.657,85.9,0,1,1,2025-10-20,1.0
leidy123456_988,6.05,43.3,45,0.011,0.088,62.6,0,0,0,2025-10-20,1.0
BorisKing97_989,95.97,35.9,92,0.848,0.839,104.3,1,0,1,2025-10-20,1.0
Gamerxx219_990,21.19,73.4,14,0.223,0.189,60.1,0,0,0,2025-10-20,1.0
viewer7136_991,31.12,38.6,34,0.461,0.517,20.1,1,1,1,2025-10-20,1.0
soia09_992,26.36,94.6,13,0.022,0.286,76.4,0,0,0,2025-10-20,1.0
Yael912j_993,14.43,48.5,45,0.258,0.066,14.4,1,0,0,2025-10-20,1.0
Tatar2001_7_994,2.81,81.8,9,0.284,0.373,48.3,0,0,0,2025-10-20,1.0
ProYT_995,25.4,72.8,56,0.144,0.377,181.7,0,0,0,2025-10-20,1.0
WildPlays287_996,10.03,60.2,37,0.291,0.182,151.0,0,0,0,2025-10-20,1.0
user1929_997,143.33,29.1,121,0.536,0.756,40.8,1,1,1,2025-10-20,1.0
QueenYT_998,6.13,65.6,4,0.005,0.176,53.0,0,0,0,2025-10-20,1.0
Matthewbpv_999,27.41,22.2,30,0.385,0.264,168.7,0,0,0,2025-10-20,1.0
player803_1000,179.02,27.1,38,0.965,0.862,82.8,1,1,1,2025-10-20,1.0
Darcka0_1001,21.55,112.6,41,0.249,0.228,62.0,0,0,0,2025-10-20,1.0
QueenPlays_1002,23.37,22.2,27,0.075,0.046,160.2,0,0,0,2025-10-20,1.0
Ajr_1403_1003,12.17,93.0,17,0.163,0.173,57.0,0,0,0,2025-10-20,1.0
test2252_1004,163.57,25.6,260,0.776,0.813,105.8,1,1,1,2025-10-20,1.0
Strongg7_1005,15.67,22.3,35,0.088,0.224,61.2,0,0,0,2025-10-20,1.0
viewer4537_1006,100.95,20.4,94,0.755,0.914,37.2,0,1,1,2025-10-20,1.0
bot891_1007,46.88,30.0,252,0.891,0.807,16.5,1,1,1,2025-10-20,1.0
realjjay_1008,27.15,51.3,30,0.204,0.056,85.4,0,0,0,2025-10-20,1.0
player189_1009,118.52,31.7,251,0.859,0.803,59.8,0,1,1,2025-10-20,1.0
Epicxx985_1010,19.19,92.3,36,0.245,0.341,23.1,0,0,0,2025-10-20,1.0
player729_1011,27.26,58.0,28,0.546,0.504,36.4,1,1,1,2025-10-20,1.0
guest4452_1012,172.84,21.9,210,0.602,0.711,108.1,1,1,1,2025-10-20,1.0
mikeee25AA_1013,7.04,48.5,24,0.087,0.093,135.1,1,0,0,2025-10-20,1.0
daleshklu_1014,22.08,72.3,58,0.327,0.396,116.2,0,0,0,2025-10-20,1.0
user3934_1015,33.95,41.0,43,0.505,0.523,30.3,1,1,1,2025-10-20,1.0
Fabrizzio2008_1016,14.23,105.5,11,0.16,0.142,31.1,1,0,0,2025-10-20,1.0
user5516_1017,124.8,30.4,190,0.574,0.665,106.1,1,1,1,2025-10-20,1.0
Superxx122_1018,28.15,109.4,39,0.215,0.106,115.6,0,0,0,2025-10-20,1.0
player344_1019,62.49,24.6,37,0.753,0.966,49.2,1,1,1,2025-10-20,1.0
viewer3109_1020,55.74,29.8,236,0.633,0.608,14.4,0,1,1,2025-10-20,1.0
DarkPlays_1021,9.15,70.7,48,0.172,0.356,120.6,0,0,0,2025-10-20,1.0
LadyGaming_1022,15.53,53.6,10,0.12,0.147,105.1,0,0,0,2025-10-20,1.0
user8380_1023,106.97,33.7,187,0.84,0.672,76.2,1,1,1,2025-10-20,1.0
player576_1024,123.23,22.8,266,0.709,0.776,118.9,1,1,1,2025-10-20,1.0
rossacuario01_1025,12.64,76.6,36,0.223,0.275,67.3,0,0,0,2025-10-20,1.0
guest2506_1026,27.39,56.9,29,0.491,0.641,85.7,1,1,1,2025-10-20,1.0
MegaPlays_1027,31.43,66.3,66,0.136,0.249,86.7,0,0,0,2025-10-20,1.0
FireTTV423_1028,19.8,113.8,9,0.026,0.335,155.4,0,0,0,2025-10-20,1.0
user1948_1029,173.93,18.4,203,0.847,0.795,40.1,1,1,1,2025-10-20,1.0
player852_1030,43.54,38.4,218,0.748,0.955,55.5,0,1,1,2025-10-20,1.0
Strongg7_1031,157.1,15.2,127,0.819,0.627,46.6,1,0,1,2025-10-20,1.0
Darcka0_1032,28.9,87.0,11,0.142,0.259,14.8,1,0,0,2025-10-20,1.0
Superzz494_1033,9.15,81.4,47,0.014,0.0,112.0,0,0,0,2025-10-20,1.0
Klooz_OG_1034,8.12,80.3,29,0.114,0.345,122.2,0,0,0,2025-10-20,1.0
player293_1035,62.8,25.0,196,0.851,0.813,6.1,1,1,1,2025-10-20,1.0
Khabib_nurvagomedov_1036,21.22,68.9,45,0.36,0.227,169.9,0,0,0,2025-10-20,1.0
eilynmendezA_1037,24.0,114.8,19,0.075,0.246,94.8,0,0,0,2025-10-20,1.0
edwinmx2001_1038,12.32,21.0,35,0.294,0.386,37.4,0,0,0,2025-10-20,1.0
bot707_1039,178.92,31.8,230,0.713,0.731,47.7,0,1,1,2025-10-20,1.0
user3251_1040,122.05,20.3,118,0.801,0.722,94.3,1,1,1,2025-10-20,1.0
rodrigo_750_1041,61.6,24.5,102,0.77,0.662,101.8,0,0,1,2025-10-20,1.0
GamerXD_1042,20.5,20.3,46,0.222,0.382,104.6,0,0,0,2025-10-20,1.0
Jeronimo1208_1043,19.77,88.4,28,0.2,0.093,93.2,0,0,0,2025-10-20,1.0
Meli_ssa3_1044,5.94,107.0,34,0.298,0.037,50.9,0,0,0,2025-10-20,1.0
Master__1045,23.66,107.1,13,0.179,0.037,44.4,0,0,0,2025-10-20,1.0
Mega2025402_1046,34.7,24.4,43,0.38,0.259,173.4,0,0,0,2025-10-20,1.0
WildPlays764_1047,9.12,70.4,41,0.223,0.236,101.7,0,0,0,2025-10-20,1.0
CHICHARO_25_1048,24.02,35.9,5,0.118,0.167,86.7,0,0,0,2025-10-20,1.0
Crazyzz_1049,29.96,83.0,40,0.235,0.142,107.6,0,0,0,2025-10-20,1.0
bot474_1050,51.16,36.8,134,0.644,0.875,101.2,0,1,1,2025-10-20,1.0
KarlonchoCR6_1051,140.03,21.2,43,0.814,0.747,112.7,1,0,1,2025-10-20,1.0
player909_1052,199.56,10.9,272,0.811,0.97,58.5,0,1,1,2025-10-20,1.0
BRISA_PUEE444_1053,14.1,79.5,19,0.098,0.303,87.2,0,0,0,2025-10-20,1.0
user7869_1054,117.37,34.2,178,0.522,0.841,114.4,1,1,1,2025-10-20,1.0
FireGaming_1055,25.02,97.9,44,0.278,0.095,82.1,1,0,0,2025-10-20,1.0
test7742_1056,32.46,52.6,43,0.576,0.598,70.5,1,1,1,2025-10-20,1.0
player604_1057,166.84,12.1,158,0.78,0.839,84.2,1,1,1,2025-10-20,1.0
Adrieldlc_1058,28.8,66.2,4,0.102,0.234,65.9,1,0,0,2025-10-20,1.0
player833_1059,178.98,33.3,238,0.922,0.889,77.0,1,1,1,2025-10-20,1.0
user2540_1060,150.08,35.1,264,0.919,0.762,30.6,1,1,1,2025-10-20,1.0
Vanessit1_1061,24.61,116.6,32,0.235,0.213,116.2,0,0,0,2025-10-20,1.0
Claudiafio_1062,6.75,89.7,13,0.021,0.193,38.8,0,0,0,2025-10-20,1.0
test8282_1063,54.97,10.5,265,0.618,0.68,89.6,1,1,1,2025-10-20,1.0
Gamerzz_1064,37.0,43.0,32,0.453,0.641,84.2,1,0,1,2025-10-20,1.0
PaolaArone_1065,16.07,85.6,22,0.189,0.154,67.7,0,0,0,2025-10-20,1.0
iloveyomar_1066,29.86,23.8,47,0.146,0.251,30.7,0,0,0,2025-10-20,1.0
viewer7049_1067,99.93,38.5,227,0.799,0.659,22.9,1,1,1,2025-10-20,1.0
Pro__1068,23.94,117.5,30,0.134,0.089,121.1,0,0,0,2025-10-20,1.0
test5805_1069,77.38,11.3,34,0.994,0.763,49.2,1,1,1,2025-10-20,1.0
triniyari_1070,29.27,52.4,42,0.192,0.322,127.6,0,0,0,2025-10-20,1.0
user3504_1071,33.34,58.4,32,0.577,0.572,50.3,1,1,1,2025-10-20,1.0
meliii234_1072,26.09,21.7,16,0.127,0.204,40.9,0,0,0,2025-10-20,1.0
Dark2024_1073,25.72,68.0,46,0.291,0.201,39.9,0,0,0,2025-10-20,1.0
Mila_318_1074,26.09,88.8,47,0.217,0.076,85.2,1,0,0,2025-10-20,1.0
mariajusu_1075,7.07,99.7,24,0.098,0.063,38.5,0,0,0,2025-10-20,1.0
Crazy2025_1076,20.24,103.2,24,0.204,0.261,16.6,0,0,0,2025-10-20,1.0
josefms_1077,28.6,30.9,24,0.281,0.093,15.9,0,0,0,2025-10-20,1.0
jjy7_1078,16.98,71.2,15,0.281,0.183,31.7,0,0,0,2025-10-20,1.0
bot464_1079,104.27,25.1,256,0.825,0.834,25.2,1,1,1,2025-10-20,1.0
ElPelucaMilei_1080,15.46,82.1,6,0.149,0.279,109.3,0,0,0,2025-10-20,1.0
QueenPro_1081,14.06,70.2,45,0.078,0.347,119.5,1,0,0,2025-10-20,1.0
guest3113_1082,68.96,35.6,162,0.624,0.931,56.2,1,1,1,2025-10-20,1.0
Jos_2020_1083,29.79,34.9,30,0.49,0.503,29.4,1,0,1,2025-10-20,1.0
alberatriz_1084,12.38,93.0,22,0.084,0.244,126.8,0,0,0,2025-10-20,1.0
QueenPro_1085,15.14,112.5,21,0.187,0.312,143.3,0,0,0,2025-10-20,1.0
viewer4312_1086,69.81,35.1,119,0.656,0.686,74.9,1,1,1,2025-10-20,1.0
Gamer_586_1087,7.44,33.0,48,0.26,0.357,160.7,0,0,0,2025-10-20,1.0
Emy1222_1088,20.46,49.9,66,0.279,0.491,53.2,0,0,0,2025-10-20,1.0
user4722_1089,134.5,29.8,51,0.772,0.87,24.2,1,1,1,2025-10-20,1.0
player568_1090,161.0,35.3,156,0.751,0.647,49.3,1,1,1,2025-10-20,1.0
Antonella_12ofic_1091,4.11,23.1,35,0.132,0.221,104.8,0,0,0,2025-10-20,1.0
user7269_1092,187.85,34.6,181,0.836,0.952,76.2,0,1,1,2025-10-20,1.0
Lady123_1093,10.31,35.2,9,0.04,0.046,50.9,0,0,0,2025-10-20,1.0
rodrigo_750_1094,30.54,65.3,37,0.186,0.472,91.2,0,0,0,2025-10-20,1.0
WildPlays_1095,16.06,106.3,34,0.253,0.1,161.0,0,0,0,2025-10-20,1.0
Ajr_1403_1096,31.62,42.1,68,0.321,0.205,179.6,0,0,0,2025-10-20,1.0
iDiegod_1097,3.86,75.2,7,0.007,0.069,106.0,0,0,0,2025-10-20,1.0
user4748_1098,57.61,16.8,145,0.909,0.927,5.8,1,1,1,2025-10-20,1.0
bot328_1099,41.38,10.6,188,0.728,0.797,5.9,1,1,1,2025-10-20,1.0
ThuZambito_69_1100,26.35,53.1,36,0.52,0.559,74.7,0,0,1,2025-10-20,1.0
player485_1101,144.66,36.7,186,0.816,0.659,59.5,1,1,1,2025-10-20,1.0
meliii234_1102,14.24,90.5,29,0.285,0.239,12.5,0,0,0,2025-10-20,1.0
bot831_1103,50.1,19.7,211,0.669,0.668,37.4,1,1,1,2025-10-20,1.0
Juanes_P30_1104,3.69,28.1,33,0.14,0.388,125.4,1,0,0,2025-10-20,1.0
RossiDC_1105,23.14,28.9,43,0.244,0.013,25.5,1,0,0,2025-10-20,1.0
Strongg7_1106,8.74,96.0,29,0.257,0.358,120.3,0,0,0,2025-10-20,1.0
mikeee25AA_1107,30.8,55.2,56,0.164,0.406,131.4,0,0,0,2025-10-20,1.0
Yair25wong_1108,117.65,14.5,205,0.586,0.932,75.5,1,0,1,2025-10-20,1.0
Sheri_net_1109,15.42,92.9,29,0.059,0.262,126.4,0,0,0,2025-10-20,1.0
triniyari_1110,24.35,63.3,46,0.135,0.298,89.4,0,0,0,2025-10-20,1.0
bot974_1111,174.66,26.6,273,0.963,0.603,13.7,1,1,1,2025-10-20,1.0
MegaGaming_1112,5.86,56.9,36,0.052,0.236,128.2,0,0,0,2025-10-20,1.0
FirePlays749_1113,21.35,79.8,49,0.31,0.322,123.1,0,0,0,2025-10-20,1.0
Epic123823_1114,24.95,102.5,6,0.051,0.124,64.5,0,0,0,2025-10-20,1.0
KingStream_1115,29.71,46.3,14,0.232,0.174,66.2,0,0,0,2025-10-20,1.0
h3llkittt_1116,25.91,42.4,34,0.487,0.65,86.2,0,0,1,2025-10-20,1.0
Jeisber_1117,39.08,57.4,34,0.471,0.501,24.9,1,0,1,2025-10-20,1.0
Alexandra0901_1118,7.23,74.2,16,0.097,0.141,20.8,0,0,0,2025-10-20,1.0
ShadowPlays_1119,11.47,94.4,38,0.195,0.158,113.4,1,0,0,2025-10-20,1.0
KingXD_1120,24.7,63.7,8,0.169,0.381,144.8,0,0,0,2025-10-20,1.0
bot645_1121,58.53,31.2,165,0.915,0.793,76.3,1,1,1,2025-10-20,1.0
guest8822_1122,33.65,34.6,21,0.457,0.691,78.7,0,1,1,2025-10-20,1.0
Masterxx_1123,17.5,58.9,49,0.293,0.385,176.4,0,0,0,2025-10-20,1.0
test1382_1124,193.52,16.5,53,0.597,0.912,82.8,1,1,1,2025-10-20,1.0
Epic__1125,4.82,62.4,17,0.272,0.348,50.4,1,0,0,2025-10-20,1.0
Taxista_de_Tao_1126,14.0,92.7,26,0.187,0.158,140.6,0,0,0,2025-10-20,1.0
maffe900_1127,28.42,29.8,15,0.149,0.339,95.9,0,0,0,2025-10-20,1.0
MENDOO0405_1128,26.14,54.5,18,0.27,0.02,69.5,0,0,0,2025-10-20,1.0
EpicYT_1129,17.18,108.9,34,0.075,0.229,170.3,0,0,0,2025-10-20,1.0
Chalitho95_1130,28.86,20.6,5,0.044,0.14,151.1,0,0,0,2025-10-20,1.0
rossacuario01_1131,2.82,49.2,28,0.083,0.22,29.5,0,0,0,2025-10-20,1.0
juanitinelli_1132,15.59,40.1,8,0.104,0.055,179.7,1,0,0,2025-10-20,1.0
BEBERENO7_1133,20.71,23.8,33,0.173,0.419,45.1,0,0,0,2025-10-20,1.0
abraham91289_1134,9.52,76.7,40,0.168,0.374,147.8,0,0,0,2025-10-20,1.0
rossacuario01_1135,4.69,78.9,32,0.161,0.265,29.8,0,0,0,2025-10-20,1.0
bot987_1136,135.4,16.9,62,0.538,0.865,44.1,1,1,1,2025-10-20,1.0
abyy000_1137,7.66,47.0,26,0.293,0.247,169.1,0,0,0,2025-10-20,1.0
Chalitho95_1138,13.16,53.9,23,0.19,0.048,56.3,0,0,0,2025-10-20,1.0
test2860_1139,25.92,38.1,41,0.577,0.544,57.1,1,1,1,2025-10-20,1.0
QueenXD_1140,17.02,94.2,35,0.267,0.287,179.6,0,0,0,2025-10-20,1.0
test6742_1141,102.64,26.0,47,0.615,0.806,54.6,1,1,1,2025-10-20,1.0
guest4493_1142,57.56,26.4,152,0.922,0.637,61.1,1,1,1,2025-10-20,1.0
Denissegoau_1143,19.08,76.0,45,0.202,0.161,156.6,0,0,0,2025-10-20,1.0
Alexandra0901_1144,4.36,82.0,9,0.048,0.006,143.0,0,0,0,2025-10-20,1.0
farruk1978_1145,20.23,59.8,6,0.087,0.217,56.9,0,0,0,2025-10-20,1.0
triniyari_1146,2.68,82.5,14,0.201,0.299,165.7,0,0,0,2025-10-20,1.0
Vanessit1_1147,27.32,40.7,39,0.512,0.577,53.6,1,0,1,2025-10-20,1.0
meliii234_1148,21.58,62.6,39,0.18,0.396,125.0,0,0,0,2025-10-20,1.0
bot580_1149,119.12,13.7,188,0.658,0.838,98.0,1,1,1,2025-10-20,1.0
bot491_1150,67.93,31.2,222,0.949,0.821,19.3,1,1,1,2025-10-20,1.0
alphatx_1151,21.82,60.6,4,0.29,0.395,103.4,1,0,0,2025-10-20,1.0
SuperXD_1152,8.5,109.7,43,0.153,0.173,74.1,0,0,0,2025-10-20,1.0
gianiitt_1153,19.25,67.4,21,0.275,0.05,81.1,0,0,0,2025-10-20,1.0
Wild2024_1154,26.48,61.4,25,0.195,0.434,144.0,0,0,0,2025-10-20,1.0
bot478_1155,174.75,16.3,49,0.852,0.753,110.8,1,1,1,2025-10-20,1.0
MasterXD_1156,21.03,117.8,42,0.198,0.294,169.2,0,0,0,2025-10-20,1.0
UnderIron_1157,22.55,73.8,34,0.397,0.202,74.8,0,0,0,2025-10-20,1.0
QueenYT_1158,30.22,56.8,31,0.506,0.7,87.5,1,0,1,2025-10-20,1.0
player879_1159,148.23,14.0,93,0.893,0.969,35.2,1,1,1,2025-10-20,1.0
Epic123_1160,10.41,63.4,6,0.031,0.188,100.1,0,0,0,2025-10-20,1.0
guest6713_1161,82.55,20.8,100,0.727,0.612,37.2,1,1,1,2025-10-20,1.0
Crazy2024_1162,28.99,45.4,18,0.532,0.667,77.5,1,0,1,2025-10-20,1.0
guest3353_1163,56.4,38.1,215,0.534,0.714,86.4,1,1,1,2025-10-20,1.0
Iamjesmar_1164,34.51,42.7,34,0.345,0.423,176.1,0,0,0,2025-10-20,1.0
QueenLive345_1165,26.33,73.7,38,0.042,0.139,76.2,0,0,0,2025-10-20,1.0
DarkLive_1166,30.23,43.6,69,0.271,0.261,79.8,0,0,0,2025-10-20,1.0
GamerPlays_1167,20.99,96.4,49,0.104,0.164,38.2,0,0,0,2025-10-20,1.0
guadalupe18reyna_1168,4.39,41.7,42,0.189,0.031,92.7,0,0,0,2025-10-20,1.0
ProPlays649_1169,7.62,99.3,23,0.299,0.079,25.8,1,0,0,2025-10-20,1.0
Sebaschar_1170,34.35,65.5,60,0.287,0.452,159.1,0,0,0,2025-10-20,1.0
bot495_1171,45.75,29.8,107,0.78,0.706,45.1,0,1,1,2025-10-20,1.0
test2819_1172,197.45,33.9,234,0.84,0.663,11.8,1,1,1,2025-10-20,1.0
guest4267_1173,83.83,16.4,131,0.519,0.835,43.7,1,1,1,2025-10-20,1.0
Master2024_1174,25.36,50.4,25,0.262,0.021,161.2,0,0,0,2025-10-20,1.0
Jos_2020_1175,28.92,64.1,31,0.345,0.367,30.7,0,0,0,2025-10-20,1.0
fioCas0704_1176,12.25,102.9,21,0.01,0.328,102.8,0,0,0,2025-10-20,1.0
guest6374_1177,88.2,28.0,110,0.65,0.882,10.5,0,1,1,2025-10-20,1.0
Proxx_1178,8.26,28.1,44,0.258,0.161,129.4,0,0,0,2025-10-20,1.0
user7755_1179,167.41,27.5,289,0.83,0.799,7.7,1,1,1,2025-10-20,1.0
geminis_03_1180,23.45,26.8,41,0.079,0.276,167.0,0,0,0,2025-10-20,1.0
